golden_id,customer_tweet_id,customer_text_clean,proposed_intent,proposed_action,proposed_escalation_reason,review_decision,final_intent,final_action,final_escalation_reason,adjudicator_id,edit_or_acceptance_reason
golden_170,1887587,I think there’s something wrong with my battery. Currently gets too hot doing normal tasks. iPhone 6s Plus,device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_171,857097,my iphone 7 is not charging more then 10% 😳,device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_172,1807855,"Well bacically when I download apps under 1.0 GB, always says that the storage is full",apps_services_or_icloud,auto_handle,,ACCEPTED,apps_services_or_icloud,auto_handle,,siva_adjudicator,Accepted proposal: Troubleshooting Apple ecosystem native application or cloud service; safe standard self-service steps apply (Guidelines Section 2.4).
golden_173,571825,Ok! I thought it was going to be available right away after updating. Thank you so much!,other_or_unclear,escalate,insufficient_context,ACCEPTED,other_or_unclear,escalate,insufficient_context,siva_adjudicator,"Accepted proposal: Vague, ambiguous, or conversational message lacking actionable technical details; requires human exploratory diagnostic dialogue (Guidelines Section 2.8)."
golden_174,846955,"Hi, yes I am. I’m noticing very fast drops in the battery % through regular use. I’ve disabled features to try and extend battery life.",device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_175,1625438,", I bought a case from the @115858 store on 10/14, and it broke yesterday. So disappointed. Can I return it to the Apple store?",repair_replacement_or_order,escalate,repair_or_order_lookup,ACCEPTED,repair_replacement_or_order,escalate,repair_or_order_lookup,siva_adjudicator,"Accepted proposal: Physical repair pricing, Genius Bar booking, warranty claim, store return, or hardware order tracking requires specialist lookup (Guidelines Section 2.7)."
golden_176,2003553,👀👀👀👀👀👀 hate you fix this I️,software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Well-documented iOS 11 keyboard autocorrect bug; safe standardized text-replacement workaround can be auto-provided (Guidelines Section 2.1).
golden_177,1989949,"hi apple, I have 2 Apple id's. How do I change Apple ID accounts on the Apple Watch app and will I lose connection to watch",account_access_and_apple_id,escalate,identity_verification,ACCEPTED,account_access_and_apple_id,escalate,identity_verification,siva_adjudicator,Accepted proposal: Customer requires Apple ID credential reset or 2FA authentication assistance requiring identity verification (Guidelines Section 2.5).
golden_178,1076399,confused how I was given a new phone and my battery life is still trash,device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_179,713395,I had an appointment at 3:30pm and no one talked to me or helped me until after I waited nearly an hour to flag down someone,repair_replacement_or_order,escalate,repair_or_order_lookup,ACCEPTED,repair_replacement_or_order,escalate,repair_or_order_lookup,siva_adjudicator,"Accepted proposal: Physical repair pricing, Genius Bar booking, warranty claim, store return, or hardware order tracking requires specialist lookup (Guidelines Section 2.7)."
golden_180,1898686,jist brought a mac second hand and cant even set it up? My 1st apple product and its not going well... [URL],other_or_unclear,escalate,insufficient_context,EDITED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Customer bought second-hand Mac and cannot set it up; standard initial device setup / startup diagnostic guidance applies (Guidelines Section 2.2).
golden_181,2050026,excellent job with the update. My phone is now officially compromised and unusable. #sabotaged,account_access_and_apple_id,escalate,account_security,EDITED,software_update_or_os_issue,escalate,legal_distress_or_abuse,siva_adjudicator,Customer is being sarcastic about update making phone unusable ('officially compromised and unusable #sabotaged'); primary blame is software update with high distress (Guidelines Section 2.1 & 3.2).
golden_182,991153,"drove 1.5h to YYC, wait 3h 4 new battery MacBookP @43055 now compu no work, thx?",device_performance_or_hardware,auto_handle,,EDITED,repair_replacement_or_order,escalate,repair_or_order_lookup,siva_adjudicator,Customer drove to Apple Store and waited 3 hours for MacBook battery replacement and computer still does not work; repair service complaint (Guidelines Section 2.7).
golden_183,90591,The last upgrade really messed up my macbook. It works way too slower and spends 10%~/h charge. Is it normal?,software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Customer explicitly attributes symptom or glitch to an operating system update; safe diagnostic update steps apply (Guidelines Section 2.1).
golden_184,2704256,Why the fuck haven't I got an email to reset my @115858 password yet if I've been trying to do it since this morning... #whatupsamsung #goodbyeiphone 🚮,account_access_and_apple_id,escalate,identity_verification,ACCEPTED,account_access_and_apple_id,escalate,identity_verification,siva_adjudicator,Accepted proposal: Customer requires Apple ID credential reset or 2FA authentication assistance requiring identity verification (Guidelines Section 2.5).
golden_185,1133246,"So, the new OS11 update has bogged my iPhone 7 down so much, that I have to charge it OFTEN! @applesupport @115858",device_performance_or_hardware,auto_handle,,EDITED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Customer explicitly states 'the new OS11 update has bogged my iPhone 7 down so much'; update causation rule applies (Guidelines Section 2.1).
golden_186,750081,thank you! i couldn’t hear anything bc i had bluetooth turned on,connectivity_and_network,auto_handle,,ACCEPTED,connectivity_and_network,auto_handle,,siva_adjudicator,Accepted proposal: Standard wireless / network connectivity symptom; safe self-service resets can be provided (Guidelines Section 2.3).
golden_187,2052020,There’s an icon on my mobile data with no picture called springboard. don’t know what it is and it’s using data. Please help.,other_or_unclear,escalate,insufficient_context,EDITED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Customer inquires about 'SpringBoard' using mobile data; SpringBoard is the core iOS UI process (Guidelines Section 2.1).
golden_188,2110849,"have an issue with being locked out of my Apple ID, and I don't know why it's not working",account_access_and_apple_id,escalate,identity_verification,ACCEPTED,account_access_and_apple_id,escalate,identity_verification,siva_adjudicator,Accepted proposal: Customer requires Apple ID credential reset or 2FA authentication assistance requiring identity verification (Guidelines Section 2.5).
golden_189,2731420,why does my iPhone always restart when I’m on Pandora listening to music?,device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_190,2587920,my apple music app loads but doesn't show any of my music. just says we've run into a problem,apps_services_or_icloud,auto_handle,,ACCEPTED,apps_services_or_icloud,auto_handle,,siva_adjudicator,Accepted proposal: Troubleshooting Apple ecosystem native application or cloud service; safe standard self-service steps apply (Guidelines Section 2.4).
golden_191,2523431,"I forgot my password to my iphone and i need to reset it. The recovery told me it would take 3 days for me to reset it, but I need to reset it now. I am studying abroad and I can not be without a phon in case of an emergency. What should I do?",account_access_and_apple_id,escalate,identity_verification,ACCEPTED,account_access_and_apple_id,escalate,identity_verification,siva_adjudicator,Accepted proposal: Customer requires Apple ID credential reset or 2FA authentication assistance requiring identity verification (Guidelines Section 2.5).
golden_192,1391564,"cenas de muita dor e muito sofrimento (em preto e branco pra aumentar o drama), 10 meses de uso e já partiu @AppleSupport [URL]",other_or_unclear,escalate,insufficient_context,EDITED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Customer notes Lightning cable connector broke after 10 months of use; physical hardware accessory failure (Guidelines Section 2.2).
golden_193,1679959,your update fucked my phone up,software_update_or_os_issue,escalate,legal_distress_or_abuse,ACCEPTED,software_update_or_os_issue,escalate,legal_distress_or_abuse,siva_adjudicator,Accepted proposal: Customer expresses severe distress/profanity regarding software update; requires human de-escalation (Guidelines Section 3.2).
golden_194,2631507,can you ensure a MacBook Pro with Apple care plus that has been bought from a friend?,repair_replacement_or_order,escalate,repair_or_order_lookup,ACCEPTED,repair_replacement_or_order,escalate,repair_or_order_lookup,siva_adjudicator,"Accepted proposal: Physical repair pricing, Genius Bar booking, warranty claim, store return, or hardware order tracking requires specialist lookup (Guidelines Section 2.7)."
golden_195,402260,.@AppleSupport High Sierra doesn't work well with @7294 but Sierra has been removed from the app store :( I'm stuck on el capitan!,software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Customer explicitly attributes symptom or glitch to an operating system update; safe diagnostic update steps apply (Guidelines Section 2.1).
golden_196,2069249,got any trouble shooting tips???? #bluetooth #connectionissues,connectivity_and_network,auto_handle,,ACCEPTED,connectivity_and_network,auto_handle,,siva_adjudicator,Accepted proposal: Standard wireless / network connectivity symptom; safe self-service resets can be provided (Guidelines Section 2.3).
golden_197,1185832,"iOS 11 sucks. Bad battery life, dropped calls, klunky, slow, etc. I’ve loved my iPhone until now. I’m about to switch to LG. Fix it!!",software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Customer explicitly attributes symptom or glitch to an operating system update; safe diagnostic update steps apply (Guidelines Section 2.1).
golden_198,1983819,Hey @115858 fix the fucking music app. You fucked it all up.,apps_services_or_icloud,escalate,legal_distress_or_abuse,ACCEPTED,apps_services_or_icloud,escalate,legal_distress_or_abuse,siva_adjudicator,Accepted proposal: App/service complaint accompanied by abusive language/profanity; requires human specialist handling (Guidelines Section 3.2).
golden_199,1757898,ME wish @115858 would fix the issue cause ME getting veryyyyyy angry 😡,other_or_unclear,escalate,insufficient_context,ACCEPTED,other_or_unclear,escalate,insufficient_context,siva_adjudicator,"Accepted proposal: Vague, ambiguous, or conversational message lacking actionable technical details; requires human exploratory diagnostic dialogue (Guidelines Section 2.8)."
golden_200,303141,Is there anyway to stop my WiFi from ALWAYS being on besides going into settings and turning it off?,connectivity_and_network,auto_handle,,ACCEPTED,connectivity_and_network,auto_handle,,siva_adjudicator,Accepted proposal: Standard wireless / network connectivity symptom; safe self-service resets can be provided (Guidelines Section 2.3).
